battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,px_height,px_width,ram,talk_time,touch_screen,wifi,price_range
1741,1,0.5,0,1,1,55,0.1,140,5,719,755,2575,7,1,1,Mid
1869,0,2.6,0,0,1,30,0.4,152,1,163,874,1375,19,0,0,Mid_Low
1331,0,0.5,0,8,0,55,0.9,146,3,1162,1531,1732,11,0,1,Mid_Low
1655,1,0.5,1,6,1,4,0.1,105,3,626,1348,673,12,0,0,Low
605,0,1.5,0,9,1,18,0.9,162,2,329,656,2301,8,0,0,Mid_Low
1245,1,0.6,0,2,0,30,0.7,105,5,330,1434,2676,7,0,0,Mid
1709,1,0.8,0,8,1,58,0.8,136,2,956,1292,1781,17,0,0,Mid
846,1,2.6,0,0,1,58,0.1,123,4,1140,1983,2248,13,0,0,Mid
1403,1,2.5,1,3,0,62,0.9,90,4,217,1623,921,18,0,0,Low
688,1,1.5,0,0,0,2,1,89,3,271,869,391,8,1,1,Low
775,1,2.5,1,1,1,10,0.1,185,7,444,1555,1719,18,1,1,Mid_Low
1154,0,2,0,6,1,35,0.8,159,5,1003,1827,3262,16,0,0,High
1375,0,0.5,1,2,1,35,0.1,194,2,227,772,1947,15,1,1,Mid_Low
1827,1,0.8,0,4,0,61,0.9,130,7,253,1764,2693,7,1,1,High
1697,0,0.5,0,0,1,60,0.1,90,4,88,1046,441,11,1,0,Low
741,0,1.5,0,1,0,14,0.3,178,5,334,594,1886,9,1,1,Low
1672,1,0.5,1,13,1,32,0.7,174,1,1281,1896,1267,20,1,0,Mid_Low
514,1,0.7,0,4,0,57,0.1,186,3,168,1320,687,20,1,1,Low
1375,1,1.3,1,2,0,12,0.1,105,1,898,1687,2890,12,0,0,High
989,1,1.8,1,4,1,55,0.7,124,1,46,1069,1737,10,0,1,Mid_Low
1510,1,2.5,1,11,0,47,0.7,138,2,118,1170,887,5,0,0,Low
1266,0,2.6,0,1,0,18,0.4,86,7,1187,1595,398,3,1,1,Low
1396,0,2.4,1,0,0,46,0.1,138,7,1191,1347,2389,15,0,1,Mid
808,0,2.3,0,3,0,45,0.8,161,1,526,1324,3431,13,1,1,High
1542,0,2.3,0,1,0,43,0.8,182,2,346,966,3601,16,0,0,High
745,1,0.6,1,5,0,35,0.8,102,8,89,1538,2459,16,1,0,Mid_Low
1735,1,1.9,1,0,1,59,0.7,148,6,137,846,3230,9,1,0,High
586,0,0.5,1,1,0,57,0.3,188,2,1226,1389,3646,11,1,1,High
1341,1,2.1,1,0,0,36,0.4,107,8,473,574,2200,15,1,0,Mid_Low
781,1,1.3,1,1,0,64,0.2,88,2,368,607,3862,9,0,0,High
501,1,0.5,1,14,0,22,0.5,174,6,239,1636,3077,17,0,0,Mid
1224,1,1.8,1,2,1,44,0.2,139,2,622,709,621,14,1,1,Low
1970,0,1.6,1,11,1,58,0.3,80,8,654,882,2372,2,1,0,Mid
618,1,2.2,1,0,1,63,0.9,138,2,853,1781,2574,5,1,0,Mid
1537,0,2.9,0,11,1,46,0.8,158,4,686,1305,2857,2,1,1,High
1018,0,2.2,0,8,0,16,0.6,153,8,992,1433,3143,20,1,0,High
1545,0,1.3,1,15,1,35,0.1,173,5,115,1352,3197,6,0,1,High
1871,0,2.1,0,4,1,41,0.4,144,8,275,1966,2727,11,0,0,High
1729,1,2.1,1,1,0,12,0.9,186,1,461,1178,1519,5,0,1,Mid_Low
680,1,2.1,1,9,1,9,0.1,131,3,1428,1500,2438,17,0,0,Mid
1106,1,1.9,0,4,0,54,0.7,107,3,614,1212,2674,9,0,1,Mid
635,1,0.6,1,1,1,50,0.3,97,5,193,989,2107,12,0,0,Mid_Low
618,0,0.6,0,8,0,16,0.2,143,1,1105,1602,2262,4,1,0,Mid
1671,0,0.5,1,13,0,5,0.9,179,8,398,1263,815,10,1,1,Low
1562,1,1.2,1,0,1,52,0.1,105,7,480,728,2829,3,1,1,Mid
1975,1,1.9,1,2,0,31,0.9,151,1,775,1607,3022,19,0,1,High
831,1,0.7,0,2,1,62,0.7,134,8,1482,1490,2573,18,0,1,Mid
1524,1,1.8,1,0,0,10,0.6,174,4,154,550,2678,13,0,1,Mid
1528,1,1.8,1,3,1,55,0.8,129,5,454,1762,1282,11,1,1,Mid_Low
1447,1,2.5,1,2,0,9,0.2,155,8,737,1455,568,8,0,0,Low
1344,0,1.5,0,1,0,14,0.5,190,1,419,556,2074,5,1,0,Mid_Low
564,0,3,1,1,0,8,0.7,130,2,853,1737,2227,14,0,1,Mid_Low
921,0,0.6,1,1,0,60,0.1,83,2,1211,1229,1080,6,0,1,Low
1413,1,1.7,0,2,0,10,0.2,200,6,314,1606,2867,15,1,0,Mid
831,0,2.4,0,10,0,55,0.5,86,6,172,1239,1075,3,1,0,Low
802,0,0.5,1,3,0,43,0.6,153,5,527,734,3063,4,1,0,Mid
1923,0,1.3,0,3,0,24,1,86,4,874,1264,2479,15,1,0,Mid
1193,1,3,0,10,0,56,0.4,196,3,674,864,2394,14,1,0,Mid
904,1,1.2,1,10,1,31,0.8,112,3,657,1014,2814,19,0,0,Mid
1285,0,2.4,0,1,1,51,1,140,7,475,500,2094,10,0,0,Mid_Low
1635,0,2.6,1,0,1,2,0.6,182,4,1209,1411,2315,2,1,0,Mid
1923,0,1,1,5,1,14,0.9,154,4,15,525,2519,16,0,1,Mid
1851,1,1.9,1,3,1,12,0.9,198,6,293,1967,735,14,0,1,Low
727,1,1.5,0,0,1,32,1,131,7,813,1377,1891,7,0,1,Mid_Low
1396,0,1.5,1,0,1,44,0.1,118,6,173,1843,1386,8,1,1,Mid_Low
877,0,1.3,1,9,1,46,0.8,135,1,457,652,3260,6,0,0,Mid
696,1,2.4,0,11,1,35,0.2,103,3,533,797,2022,4,0,1,Mid_Low
1009,1,1,1,2,0,2,0.6,102,8,912,1043,1716,15,0,0,Mid_Low
1526,0,1.1,1,2,1,38,0.3,116,5,798,1418,3317,8,1,1,High
987,0,2,1,1,0,20,0.8,192,7,412,565,1454,8,1,0,Low
1414,1,2.2,1,0,1,49,0.5,101,4,130,887,2290,12,1,0,Mid_Low
1732,0,0.8,0,2,0,61,0.3,172,5,201,656,3940,20,1,1,High
1587,1,0.5,0,0,0,50,0.9,148,8,299,874,461,4,0,1,Low
1097,0,0.8,0,10,1,21,0.1,160,7,1277,1352,2219,12,0,1,Mid
504,0,2.8,1,0,0,40,0.5,178,3,626,1195,470,16,0,0,Low
1159,0,2.7,0,13,1,28,0.2,80,8,378,751,2495,9,1,1,Mid
1910,0,1.4,0,0,0,29,0.6,146,7,333,639,2944,2,1,1,Mid
865,0,1.2,1,8,0,59,0.1,159,3,805,1804,2361,19,0,1,Mid
1930,1,2,0,11,0,16,0.8,186,8,1901,1920,1783,13,0,1,Mid
860,1,1.3,1,8,1,40,0.7,170,3,1573,1581,2832,20,1,1,Mid
1268,1,2.9,0,9,1,42,0.9,182,6,360,912,931,20,1,0,Low
999,1,1.8,1,0,1,27,0.1,167,4,20,745,1344,5,0,0,Low
622,0,0.7,0,0,1,9,0.3,127,2,98,511,3916,5,0,1,Mid
1250,1,1.4,0,8,0,44,0.2,182,7,703,1011,1882,14,0,0,Mid_Low
763,1,0.5,0,9,1,51,0.3,104,5,273,1278,2865,9,1,1,Mid
1100,1,1.6,0,12,0,15,0.1,112,8,919,1344,757,16,1,1,Low
815,0,2,1,4,0,51,0.3,85,6,982,1291,3469,6,0,1,High
618,1,0.5,1,2,1,57,0.2,88,3,879,896,2399,17,1,1,Mid_Low
553,1,2.2,1,0,1,18,0.7,136,2,1287,1892,3300,20,0,0,High
673,1,2.2,1,2,0,3,0.4,84,2,1109,1247,2719,9,1,1,Mid
563,0,2,1,3,0,47,0.3,115,7,211,684,3012,15,0,0,Mid
1590,0,1.5,1,12,1,14,0.5,187,4,1058,1109,2836,4,0,0,High
1031,1,2.1,1,2,1,11,0.1,121,2,532,1247,2385,16,0,0,Mid
909,1,0.5,1,9,0,30,0.4,97,3,290,773,594,4,1,1,Low
1880,0,0.5,0,0,1,7,0.6,104,4,890,1019,2968,3,1,0,High
1479,1,1.8,1,0,1,24,0.1,146,6,327,645,3762,5,0,0,High
1271,0,1.5,1,0,0,2,0.9,161,1,1260,1788,892,20,1,0,Mid_Low
709,0,1.9,0,11,1,13,0.1,81,8,570,1422,467,5,1,1,Low
1744,0,2.8,0,0,1,62,0.7,158,1,621,1558,345,14,0,0,Low
1314,1,2.2,0,0,1,40,0.8,116,7,328,1858,3033,17,1,1,High
1136,0,0.5,0,0,1,9,0.9,150,6,1307,1767,2110,16,0,1,Mid
1039,1,2.7,0,11,0,56,0.3,125,8,497,618,3105,5,1,1,Mid
1300,1,0.5,0,5,0,62,0.1,156,6,219,1037,874,10,1,0,Low
732,1,2.3,1,7,1,39,0.6,188,7,1163,1554,3681,15,1,1,High
511,0,0.7,1,1,1,52,0.7,180,2,24,759,3865,7,0,1,Mid
1092,1,0.5,1,10,0,11,0.5,167,3,468,571,737,11,1,0,Low
921,1,2.2,1,12,1,10,0.1,170,7,1272,1469,3153,11,1,0,High
1030,1,0.5,0,4,1,37,0.7,147,1,503,551,2800,12,0,1,Mid
1130,0,1.8,1,0,0,27,0.9,101,1,1495,1579,315,11,1,0,Low
1299,0,2.8,1,2,0,60,0.8,187,8,1333,1838,1412,20,1,1,Mid_Low
1009,1,2.8,1,7,1,2,0.6,115,7,267,1841,2286,13,0,0,Mid
1735,0,1.8,1,16,0,34,0.1,140,2,149,876,2392,19,0,1,Mid
1129,1,2.8,1,0,0,49,0.5,185,2,1070,1079,1857,5,1,1,Mid_Low
708,0,1.9,0,0,0,26,0.3,116,7,206,620,1419,16,1,1,Low
894,0,0.7,0,2,1,58,0.1,123,2,158,747,3305,2,0,0,Mid
530,0,2.4,0,1,0,32,0.3,88,6,48,1012,959,6,1,0,Low
1481,1,2,1,0,0,35,0.5,105,3,249,522,2635,4,0,1,Mid
1068,0,2.7,1,0,1,45,0.6,194,5,935,1499,1754,9,0,1,Mid_Low
1487,0,0.5,0,6,1,57,0.7,84,3,140,768,2563,14,0,0,Mid
1524,0,2.5,1,11,1,41,1,96,4,184,740,1936,9,1,1,Mid_Low
1093,0,1.9,1,2,1,22,0.3,196,8,238,807,1869,4,1,1,Mid_Low
1816,1,1.6,1,0,0,50,0.1,186,5,800,1089,3637,16,0,1,High
627,0,1.8,0,2,0,20,0.8,142,3,211,507,896,14,0,0,Low
989,1,0.7,0,13,1,51,0.4,132,3,670,804,2349,20,0,1,Mid_Low
1895,0,0.5,0,2,1,5,0.7,134,1,725,1335,774,6,1,0,Mid_Low
805,1,1.7,1,0,1,58,0.9,168,3,81,1544,3397,2,0,0,Mid
713,1,1.6,0,7,1,2,0.4,181,8,1211,1378,485,4,1,1,Low
864,0,2.5,0,10,1,24,0.7,148,4,1362,1378,3964,12,1,0,High
1177,0,0.9,0,1,0,11,1,181,4,945,1923,1887,11,1,1,Mid_Low
582,0,0.5,0,8,0,32,0.7,107,3,1043,1702,2977,20,1,1,Mid
1898,0,1.8,1,3,1,56,0.2,185,7,444,739,2114,19,1,1,Mid
1158,0,0.7,1,1,1,29,0.7,123,2,311,1796,1542,15,0,1,Mid_Low
1451,1,0.5,0,5,1,57,0.6,181,8,812,1456,3038,18,0,1,High
1820,1,1.4,0,5,0,51,0.9,163,7,202,1884,2481,11,0,0,Mid
984,0,0.5,1,3,1,9,0.8,140,3,531,707,841,16,0,0,Low
580,1,2.1,1,0,0,24,0.4,135,4,404,898,3565,8,0,1,Mid
1263,1,2,0,0,0,5,0.4,146,6,954,1609,1958,4,1,1,Mid
1237,0,0.5,0,2,0,27,0.1,87,8,274,603,2454,8,1,1,Mid
514,1,1.6,0,7,1,37,0.1,172,1,956,1723,3392,5,1,1,High
1515,0,2.6,0,0,1,56,0.9,184,3,1438,1593,262,20,1,0,Low
721,0,0.5,1,6,1,6,0.4,194,4,1446,1988,530,8,0,1,Low
603,1,2.5,1,3,0,35,0.7,126,3,692,1057,3703,9,0,1,High
1426,1,2.5,0,2,1,55,0.4,109,1,777,1032,2562,3,0,0,Mid
1820,1,1.7,1,0,1,64,0.6,161,1,1157,1951,574,18,1,0,Mid_Low
1215,0,1,0,4,0,16,0.1,130,4,454,1473,2632,15,0,1,Mid
697,0,2.7,1,5,1,20,0.4,173,2,478,1477,259,4,1,1,Low
717,1,0.5,1,4,0,10,0.6,198,1,217,1106,688,15,1,0,Low
1348,1,2,1,5,0,36,0.3,145,6,468,741,2554,12,1,0,Mid
1164,1,2.6,1,0,0,61,0.3,88,1,1107,1656,3859,17,1,0,High
578,1,0.5,0,9,1,62,0.3,170,5,626,1134,2977,5,1,1,Mid
1971,1,0.5,1,0,0,40,0.3,186,7,485,922,571,17,1,0,Low
1794,1,0.5,1,5,1,55,0.5,86,7,43,627,402,14,0,1,Low
1558,1,2.5,0,2,1,32,0.1,114,5,322,1385,878,17,1,1,Low
1597,1,0.9,0,4,1,4,0.5,85,1,880,1145,2130,15,1,0,Mid
1240,0,1.6,0,0,0,39,0.1,146,2,1511,1756,3260,17,0,1,High
1994,1,0.8,1,2,1,7,0.6,88,8,667,711,454,6,1,0,Low
1221,0,2.3,0,7,1,35,0.4,152,7,765,1899,2638,14,1,1,Mid
989,1,1.6,1,11,1,24,0.6,156,8,614,679,2819,5,0,1,Mid
1180,1,1.2,0,5,1,50,1,144,4,925,1252,1464,20,1,1,Mid_Low
718,0,2.8,0,10,0,59,0.8,113,6,1185,1387,1824,3,1,0,Mid_Low
1670,1,1.6,1,0,0,47,0.8,139,8,1706,1886,876,5,1,0,Mid_Low
534,1,2.5,0,1,1,21,0.3,164,7,347,1477,2706,18,1,0,Mid
1566,1,0.5,1,0,0,20,0.5,126,2,1603,1930,659,13,1,1,Mid_Low
1935,0,0.5,0,0,1,29,0.6,124,5,806,860,455,6,0,1,Low
504,1,2.8,1,2,0,54,0.4,163,2,1207,1539,2378,2,0,0,Mid
913,0,1.7,1,1,1,41,0.3,103,1,431,1144,2278,18,1,0,Mid_Low
1317,0,1.8,1,2,0,43,0.5,113,5,179,613,3436,5,1,1,High
917,1,0.5,0,1,1,31,0.5,88,6,423,909,3424,13,1,0,High
712,0,2.5,1,1,0,49,0.6,99,6,1131,1743,401,10,0,1,Low
1083,0,1,0,6,0,52,0.9,126,2,925,1469,681,19,1,1,Low
1039,0,0.6,0,5,1,6,0.1,136,6,62,544,3212,7,0,1,Mid
1747,0,0.5,0,4,0,13,0.7,185,6,800,873,3105,10,0,0,High
1449,1,0.5,1,0,0,52,0.6,105,6,211,947,2036,10,1,0,Mid_Low
1872,1,0.5,1,14,0,49,0.2,139,7,81,1389,3153,5,1,0,High
1796,0,1.6,1,5,0,7,0.1,101,4,667,798,1642,3,1,1,Mid_Low
1097,0,1.4,0,0,0,60,0.8,181,1,405,519,509,12,0,0,Low
1562,0,0.5,1,1,1,20,0.8,172,8,678,1676,3465,6,1,0,High
1433,1,2.3,0,8,1,27,0.9,153,7,1619,1651,3900,2,0,1,High
740,0,1.8,0,1,0,12,0.2,123,1,935,1147,1105,19,1,1,Low
676,0,2.2,0,1,1,39,0.2,84,1,864,1011,2064,6,0,0,Mid_Low
503,1,1.8,1,1,1,13,0.7,131,1,1495,1688,3117,9,0,1,High
1020,0,1.5,0,13,1,7,0.7,96,3,870,1613,1142,8,0,1,Mid_Low
896,0,1,1,3,1,4,0.3,111,1,1379,1469,1060,4,1,1,Mid_Low
1824,1,0.8,0,4,1,19,0.9,143,2,1055,1738,2381,5,0,0,Mid
1512,0,0.6,1,1,1,54,0.4,134,3,220,1838,3366,11,0,1,High
1053,0,2.9,0,7,0,42,0.9,126,6,419,1261,1339,14,0,1,Low
1944,1,1.8,1,0,1,31,0.8,87,4,1111,1362,2560,8,0,0,High
1174,0,0.7,1,1,1,25,0.8,91,2,1097,1461,285,3,0,1,Low
627,1,1.6,1,3,1,12,0.2,131,7,447,819,2476,10,0,0,Mid_Low
1602,0,2.7,0,4,1,46,0.6,118,1,273,1062,1862,2,0,1,Mid_Low
1733,1,1.5,1,4,1,6,0.9,170,1,590,997,3488,10,1,1,High
586,0,1.4,1,10,1,8,0.5,142,8,116,598,3178,10,0,1,Mid
1528,0,2.4,0,2,0,37,0.2,156,8,306,564,733,14,1,0,Low
875,0,0.7,0,2,0,23,0.1,110,7,300,1316,756,6,0,0,Low
1602,0,0.6,0,12,0,58,0.4,170,1,1259,1746,3622,17,1,1,High
1426,0,1.6,0,4,1,12,0.7,174,5,1573,1694,1277,5,0,0,Mid_Low
1370,0,1.4,0,5,1,6,0.2,158,6,1392,1783,3703,11,1,0,High
840,0,1.2,1,5,1,15,0.3,178,6,526,1728,2636,6,1,0,Mid
991,0,2,0,2,1,12,0.3,158,5,1209,1678,2014,10,0,0,Mid
1724,1,1.8,0,0,1,9,0.8,100,2,655,828,3056,6,0,0,High
584,1,1.8,0,0,1,19,0.3,168,3,1123,1622,465,4,1,0,Low
860,1,1.3,1,1,1,49,0.7,141,6,692,979,3869,20,1,1,High
912,1,2.8,1,6,1,46,0.4,84,4,995,1310,851,4,1,1,Low
1278,1,1.2,0,10,1,60,0.6,172,7,1244,1504,3142,19,0,1,High
1365,0,0.6,0,0,1,31,0.3,125,4,293,970,1300,13,0,1,Low
1702,0,1,0,7,0,36,0.1,177,5,1240,1931,1430,10,0,0,Mid
589,1,0.5,0,1,1,59,0.7,146,8,759,1858,362,6,1,1,Low
1347,0,1.5,1,10,0,56,0.3,95,1,398,1528,2456,13,1,1,Mid
1644,0,2.8,0,0,1,44,1,137,8,358,791,2360,19,0,0,Mid
956,0,1.9,1,1,0,42,0.1,133,7,403,1614,3700,7,1,0,High
1089,0,1.4,1,10,0,2,0.1,153,7,211,1409,2620,13,0,0,Mid
871,0,0.6,0,2,0,52,0.1,178,3,194,1437,437,17,0,0,Low
664,0,1.5,0,5,1,6,0.9,164,2,1076,1472,3774,18,0,0,High
1928,0,2.6,0,5,0,5,0.8,162,5,229,1004,696,15,1,1,Low
888,0,2.6,1,2,1,33,0.4,198,2,327,1683,3407,20,0,0,High
1077,1,1.7,1,1,0,58,0.8,86,7,135,1892,3902,3,0,0,High
831,0,1.7,1,7,1,26,0.7,177,5,511,621,1704,20,1,1,Low
1496,1,1.3,1,0,1,6,0.5,85,3,549,1383,3571,11,1,1,High
1095,1,2.6,1,0,1,44,0.7,103,4,838,1066,3209,8,1,1,High
730,1,0.5,1,3,1,27,0.1,112,5,62,846,3623,15,1,0,Mid
1901,1,0.5,0,5,1,41,0.6,131,2,3,1662,368,12,0,0,Low
1924,0,2.6,0,0,1,59,0.9,136,6,1438,1923,3646,16,0,1,High
1825,0,1.1,1,13,1,17,0.1,157,4,1621,1773,3130,2,0,1,High
1275,1,0.5,1,3,1,5,0.2,152,1,19,501,3784,4,1,0,High
987,1,2.3,0,9,0,17,0.8,124,7,887,1274,3885,14,1,0,High
1965,1,0.5,0,4,1,29,0.5,149,5,584,676,2973,20,1,1,High
808,0,1.9,0,7,0,20,0.8,185,6,496,974,1471,11,1,0,Low
912,0,0.7,0,3,0,47,0.9,182,3,724,794,1321,6,1,1,Low
948,0,2.3,0,14,0,22,0.1,173,5,257,1654,3499,19,1,1,High
1766,1,1.3,0,1,0,29,0.5,194,8,439,1306,2316,6,0,1,Mid
511,1,3,1,5,1,34,0.9,125,8,149,1285,3265,14,0,0,Mid
1811,1,2.5,0,4,1,5,0.6,98,4,447,568,2700,8,1,1,Mid
1159,0,1.5,0,3,0,36,0.4,104,4,717,1206,2115,18,0,0,Mid
1848,0,1.3,1,7,0,12,0.1,178,2,195,533,3915,8,0,1,High
1988,1,0.5,0,0,1,16,0.1,94,8,153,696,3144,14,0,0,High
1469,0,0.5,0,3,1,58,0.5,150,7,1699,1850,1571,2,0,0,Mid
835,0,0.8,1,2,1,42,0.8,128,5,396,1378,2583,13,1,1,Mid
947,1,0.5,0,1,1,51,0.1,144,2,193,887,2915,6,1,1,Mid
1446,1,2.8,1,0,1,18,0.3,178,8,351,1769,3340,16,1,1,High
1332,0,1.3,1,5,1,7,0.8,168,7,846,855,2790,10,1,0,Mid
1498,1,1.2,1,0,1,14,0.1,191,4,111,1167,577,12,1,0,Low
1576,1,0.9,1,0,1,14,0.4,173,2,1213,1386,3220,6,1,0,High
1398,0,1.6,1,8,1,26,0.8,150,1,755,1284,3488,11,1,0,High
798,1,0.5,1,7,0,2,0.8,148,2,497,627,3593,3,1,0,Mid
1436,0,2.5,1,0,1,42,0.9,124,8,1826,1836,2736,19,1,0,High
1998,1,1.2,0,8,0,31,0.6,196,8,50,1356,2311,18,1,0,Mid
1339,1,2.3,1,0,0,40,0.1,123,2,212,1269,2382,7,0,1,Mid
882,0,0.7,1,9,1,28,0.2,151,6,248,884,751,8,0,1,Low
1549,1,1.5,1,0,1,27,0.4,113,5,632,1162,436,11,0,0,Low
1991,0,2.2,1,1,1,42,0.7,82,1,366,613,722,10,1,0,Low
796,0,0.5,0,2,0,12,0.5,114,1,174,518,1075,2,1,0,Low
1012,0,0.5,1,4,0,39,0.1,161,4,882,1195,2802,10,1,0,Mid
598,1,0.8,1,8,1,62,0.1,117,8,118,764,3066,19,1,0,Mid
541,1,2.3,0,4,0,51,0.4,200,8,1012,1226,403,12,0,0,Low
818,0,0.5,1,2,1,23,0.2,192,5,586,1552,2518,3,1,0,Mid
1414,0,0.5,0,0,1,15,0.8,168,2,294,1233,1069,14,0,0,Low
601,1,1.7,1,3,1,6,0.8,169,4,818,1827,2651,9,0,1,Mid
561,1,2.8,1,2,1,40,0.1,99,7,426,865,2974,19,0,1,Mid
1616,1,2.3,1,3,0,52,0.1,100,5,151,1133,657,2,1,0,Low
1263,1,1.4,1,1,1,32,0.4,103,2,409,644,3372,10,1,0,High
539,0,2,1,1,0,24,0.5,86,4,958,967,1326,3,1,0,Low
1071,0,2.6,0,0,0,49,0.3,199,4,1328,1970,3393,7,0,0,High
826,0,0.5,1,0,1,57,0.5,135,2,354,530,323,7,0,1,Low
1811,0,2.9,0,0,0,33,0.2,132,8,1099,1553,2610,13,1,0,High
1842,1,2.2,1,7,0,56,0.4,179,4,783,1227,3721,4,1,1,High
1420,0,2.8,1,1,0,50,0.1,100,8,194,1393,763,17,1,1,Low
1763,0,0.5,1,12,0,10,0.2,184,3,238,1893,792,13,0,1,Low
610,1,1.6,1,9,0,52,0.4,90,4,1039,1273,3472,12,1,1,High
1533,1,1.1,1,18,1,17,0.3,160,4,1054,1393,2520,11,0,1,Mid
1924,0,0.5,0,3,1,63,0.3,111,2,122,686,3423,19,0,0,High
1801,0,0.5,1,6,0,52,0.9,120,6,100,1708,258,9,0,0,Low
1726,1,1.9,0,1,1,42,0.6,106,5,1221,1804,1868,6,0,0,Mid
1686,1,0.5,1,4,0,28,0.8,182,5,599,1073,780,5,0,0,Low
1444,1,2.1,1,0,0,6,0.9,103,1,1274,1340,712,10,0,0,Low
1004,0,1.6,1,0,1,30,1,160,8,62,581,1012,13,1,1,Low
1242,1,2.4,0,8,0,28,0.2,166,4,315,1796,318,19,0,0,Low
539,0,1.5,0,6,1,26,0.2,137,6,1123,1709,3948,15,1,1,High
717,0,1.1,1,2,1,14,0.1,99,8,1878,1981,629,20,0,0,Low
1540,0,0.7,1,0,1,29,0.1,157,7,318,831,1161,5,0,0,Low
672,0,0.5,0,7,1,35,0.1,99,8,574,1267,1403,6,0,0,Low
1325,1,0.5,0,0,1,13,1,133,4,1353,1915,3707,18,1,0,High
950,0,0.5,0,6,1,55,0.1,124,8,86,1681,1305,4,0,1,Low
948,0,1.5,1,6,0,18,0.3,119,4,340,1728,2926,9,1,1,Mid
1328,1,0.5,0,5,1,27,0.3,144,3,602,1156,2674,5,0,1,Mid
1447,0,0.5,0,3,0,40,0.7,184,2,963,1062,471,20,0,1,Low
1617,0,1.5,0,1,1,63,0.7,111,2,274,1079,2754,8,1,1,Mid
1791,1,0.5,1,1,1,33,0.5,110,5,371,682,594,16,0,1,Low
851,0,2.3,1,7,1,54,1,101,2,788,1007,1005,14,0,1,Low
951,0,0.5,0,6,1,15,0.6,81,2,854,935,1083,16,1,0,Low
1303,1,2.1,0,6,1,10,0.4,109,8,1335,1873,2219,15,1,1,Mid
1550,1,2.7,0,2,0,32,0.1,126,7,1541,1619,1571,14,0,0,Mid
1759,1,1.4,0,10,1,15,0.4,101,4,382,1163,2107,16,1,0,Mid
1448,0,0.5,1,18,0,2,0.2,100,5,846,1144,593,18,1,1,Low
908,0,2.1,0,1,0,44,0.6,95,5,154,941,3518,7,1,1,High
820,0,0.5,1,2,0,58,0.3,160,4,468,694,1284,17,0,1,Low
904,0,2.7,1,4,0,19,0.6,147,6,1094,1496,545,16,0,0,Low
667,0,1.3,1,4,1,6,0.1,149,6,272,870,3566,12,0,1,Mid
1109,0,2.1,0,1,0,34,0.1,173,1,165,1103,2821,17,0,1,Mid
1333,0,1.4,0,3,1,59,0.7,183,7,394,1301,3442,5,1,0,High
1823,0,2.8,1,11,0,10,0.6,81,8,362,1250,1812,19,1,1,Mid
1283,1,0.7,1,0,1,27,0.2,80,4,1135,1923,3957,6,0,0,High
630,0,2,0,9,1,14,0.5,180,8,66,1448,1212,12,0,0,Low
659,0,2.2,0,0,1,24,0.7,151,8,924,1877,3925,10,1,1,High
1811,1,0.5,1,0,0,32,1,115,6,204,1132,348,18,0,1,Low
514,1,2.9,1,5,0,18,0.7,141,2,1083,1492,980,16,0,1,Low
1933,0,2.8,1,1,0,16,0.5,154,3,229,1473,838,18,1,0,Low
915,0,2,0,8,1,31,0.3,91,3,875,1316,378,9,1,0,Low
1006,0,2.2,1,4,1,22,0.8,135,4,35,991,909,7,0,1,Low
1134,1,0.9,0,2,1,13,0.4,92,4,18,903,3632,19,1,0,High
599,1,2.9,0,0,1,64,0.3,186,8,103,646,3396,7,0,0,Mid
1180,1,2.5,0,0,1,27,0.1,90,6,168,540,348,19,1,1,Low
1237,1,2.5,0,7,0,13,0.8,98,4,18,1004,2528,16,0,0,Mid
1142,1,1.4,1,6,0,6,0.7,190,8,534,855,663,5,1,1,Low
1002,0,2.7,1,16,1,11,0.4,185,6,285,512,961,19,0,1,Low
602,0,0.9,0,9,0,50,0.9,141,8,1571,1717,2189,16,1,0,Mid
1249,1,0.5,0,3,1,55,0.8,140,3,605,1193,531,13,1,1,Low
1342,0,2.8,0,1,0,50,0.1,173,1,127,620,2644,11,1,1,Mid
840,0,0.9,1,6,0,33,0.7,150,6,1482,1591,2072,19,1,0,Mid
1927,0,0.9,1,3,0,11,0.4,190,8,491,1506,2916,18,1,1,High
1714,0,0.5,1,7,0,31,0.4,120,2,287,627,3707,19,0,1,High
1201,1,0.5,0,1,1,10,0.4,198,6,1151,1723,726,3,1,0,Low
1796,1,2.3,0,4,0,44,0.9,184,2,1024,1363,3577,4,1,0,High
1147,0,0.8,1,11,0,28,0.7,158,6,1085,1134,2627,15,0,1,Mid
776,1,1.7,0,0,1,20,1,146,4,991,1803,685,7,1,1,Low
1045,1,1.2,1,3,1,40,0.1,175,6,1078,1564,2137,12,0,1,Mid
1497,1,0.9,1,4,1,10,0.1,153,8,98,977,3696,3,0,1,High
1425,1,0.6,0,0,1,33,0.5,89,3,396,1648,3771,9,0,1,High
726,0,2.2,0,0,1,40,0.8,94,4,323,978,1342,4,1,1,Low
1595,0,1.9,1,1,0,63,0.9,88,1,1475,1988,908,6,0,1,Mid_Low
541,0,1,0,0,1,10,0.4,127,4,1836,1873,1019,15,1,0,Mid_Low
1617,1,2.6,0,14,0,29,0.9,113,6,283,676,3685,18,0,0,High
1154,0,1.1,1,2,1,5,0.2,98,1,539,1240,1470,12,0,0,Mid_Low
1638,0,1,0,6,0,2,0.2,189,1,440,563,2299,9,1,1,Mid
