price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,bedrooms^2,bathrooms^2,sqft_living^2,sqft_lot^2,floors^2,waterfront^2,view^2,condition^2,grade^2,sqft_above^2,sqft_basement^2,yr_built^2,yr_renovated^2,lat^2,long^2,sqft_living15^2,sqft_lot15^2
729000,3,1.5,1770,30689,1,0,4,3,9,1770,0,1953,0,47.7648,-122.37,2650,30280,9,2.25,3132900,941814721,1,0,16,9,81,3132900,0,3814209,0,2281.476119,14974.4169,7022500,916878400
635000,2,2.5,2470,8840,2,0,0,4,8,1780,690,2001,0,47.5693,-122.301,1940,8840,4,6.25,6100900,78145600,4,0,0,16,64,3168400,476100,4004001,0,2262.838302,14957.5346,3763600,78145600
479000,3,2.5,1710,8998,2,0,0,3,8,1710,0,1982,0,47.7236,-122.11,1710,9859,9,6.25,2924100,80964004,4,0,0,9,64,2924100,0,3928324,0,2277.541997,14910.8521,2924100,97199881
462370,2,2.25,1860,2670,2,0,0,4,8,1860,0,1986,0,47.5436,-122.187,1860,2531,4,5.0625,3459600,7128900,4,0,0,16,64,3459600,0,3944196,0,2260.393901,14929.66297,3459600,6405961
171500,3,1,1150,6480,1.5,0,0,4,5,1150,0,1946,0,47.2642,-122.258,1100,7300,9,1,1322500,41990400,2.25,0,0,16,25,1322500,0,3786916,0,2233.904602,14947.01856,1210000,53290000
925000,5,3,3850,9457,2,0,0,4,9,2910,940,1963,0,47.727,-122.362,2830,9608,25,9,14822500,89434849,4,0,0,16,81,8468100,883600,3853369,0,2277.866529,14972.45904,8008900,92313664
675000,5,3,3410,9600,1,0,0,4,8,1870,1540,1968,0,47.6358,-122.103,2390,9679,25,9,11628100,92160000,1,0,0,16,64,3496900,2371600,3873024,0,2269.169442,14909.14261,5712100,93683041
320000,4,1.5,1890,43560,1,0,0,4,8,1890,0,1974,0,47.3267,-122.166,2376,5820,16,2.25,3572100,1897473600,1,0,0,16,64,3572100,0,3896676,0,2239.816533,14924.53156,5645376,33872400
499950,5,3.5,3200,43560,2,0,0,3,7,3200,0,1989,0,47.475,-122.093,2730,43560,25,12.25,10240000,1897473600,4,0,0,9,49,10240000,0,3956121,0,2253.875625,14906.70065,7452900,1897473600
435000,5,1,2170,65340,1.5,0,0,4,7,1670,500,1930,0,47.7555,-122.204,3170,12884,25,1,4708900,4269315600,2.25,0,0,16,49,2788900,250000,3724900,0,2280.58778,14933.81762,10048900,165997456
359800,4,2.5,2390,6426,2,0,0,3,9,2390,0,1999,0,47.2586,-122.221,2520,6700,16,6.25,5712100,41293476,4,0,0,9,81,5712100,0,3996001,0,2233.375274,14937.97284,6350400,44890000
239900,3,2,1410,7566,1,0,0,3,7,1410,0,1985,0,47.3674,-122.182,1570,7210,9,4,1988100,57244356,1,0,0,9,49,1988100,0,3940225,0,2243.670583,14928.44112,2464900,51984100
295000,2,1,740,4459,1,0,2,3,5,740,0,1915,0,47.5704,-122.409,1490,4700,4,1,547600,19882681,1,0,4,9,25,547600,0,3667225,0,2262.942956,14983.96328,2220100,22090000
380000,3,2.5,2150,25705,1.5,0,0,3,6,2150,0,1980,2009,47.4514,-122.089,1850,20160,9,6.25,4622500,660747025,2.25,0,0,9,36,4622500,0,3920400,4036081,2251.635362,14905.72392,3422500,406425600
435000,4,2.5,2180,6500,2,0,0,3,7,1410,770,1945,0,47.5365,-122.37,920,6500,16,6.25,4752400,42250000,4,0,0,9,49,1988100,592900,3783025,0,2259.718832,14974.4169,846400,42250000
508000,2,1,820,5040,1,0,0,3,7,820,0,1953,0,47.6498,-122.388,1730,5760,4,1,672400,25401600,1,0,0,9,49,672400,0,3814209,0,2270.50344,14978.82254,2992900,33177600
2.40E+06,6,4.5,5480,10800,2,0,3,4,9,4430,1050,1999,0,47.6307,-122.367,2970,7200,36,20.25,30030400,116640000,4,0,9,16,81,19624900,1102500,3996001,0,2268.683582,14973.68269,8820900,51840000
234500,4,2.5,1960,7875,1,0,0,3,7,1220,740,1978,0,47.3427,-122.274,2030,7650,16,6.25,3841600,62015625,1,0,0,9,49,1488400,547600,3912484,0,2241.331243,14950.93108,4120900,58522500
355000,2,1,1270,3200,1,0,0,4,7,960,310,1920,0,47.6565,-122.348,1410,1320,4,1,1612900,10240000,1,0,0,16,49,921600,96100,3686400,0,2271.141992,14969.0331,1988100,1742400
230000,3,2,1710,5200,1,0,0,5,7,1030,680,1977,0,47.3651,-122.094,1390,5200,9,4,2924100,27040000,1,0,0,25,49,1060900,462400,3908529,0,2243.452698,14906.94484,1932100,27040000
345000,3,1.75,1930,9000,1,0,1,4,7,1150,780,1951,0,47.4539,-122.348,1590,9000,9,3.0625,3724900,81000000,1,0,1,16,49,1322500,608400,3806401,0,2251.872625,14969.0331,2528100,81000000
430000,3,1.75,1200,4500,1,0,0,5,7,1200,0,1906,0,47.5553,-122.316,1340,4500,9,3.0625,1440000,20250000,1,0,0,25,49,1440000,0,3632836,0,2261.506558,14961.20386,1795600,20250000
500000,3,1.5,1680,17409,1,0,0,3,7,1680,0,1962,0,47.6766,-122.176,1680,9101,9,2.25,2822400,303073281,1,0,0,9,49,2822400,0,3849444,0,2273.058188,14926.97498,2822400,82828201
378000,4,1,1300,6075,1,0,0,5,7,1300,0,1954,0,47.773,-122.349,1450,7320,16,1,1690000,36905625,1,0,0,25,49,1690000,0,3818116,0,2282.259529,14969.2778,2102500,53582400
345000,3,2.5,1540,3237,2,0,0,3,7,1540,0,1999,0,47.5299,-121.878,1780,3411,9,6.25,2371600,10478169,4,0,0,9,49,2371600,0,3996001,0,2259.091394,14854.24688,3168400,11634921
410000,2,1.75,870,4000,1,0,0,3,6,870,0,1941,0,47.5657,-122.376,1420,4000,4,3.0625,756900,16000000,1,0,0,9,36,756900,0,3767481,0,2262.495816,14975.88538,2016400,16000000
750000,2,2.25,1890,5400,2,0,0,5,8,1610,280,1905,0,47.6688,-122.31,2820,4860,4,5.0625,3572100,29160000,4,0,0,25,64,2592100,78400,3629025,0,2272.314493,14959.7361,7952400,23619600
485000,4,1.75,2050,8913,1,0,0,3,7,1330,720,1968,0,47.6735,-122.151,1290,8550,16,3.0625,4202500,79441569,1,0,0,9,49,1768900,518400,3873024,0,2272.762602,14920.8668,1664100,73102500
105000,3,1,880,18109,1,0,0,4,6,880,0,1970,0,47.3634,-122.101,940,11193,9,1,774400,327935881,1,0,0,16,36,774400,0,3880900,0,2243.29166,14908.6542,883600,125283249
1.03E+06,3,2.75,2780,4000,2,0,2,5,8,1960,820,1904,0,47.6565,-122.355,1490,4800,9,7.5625,7728400,16000000,4,0,4,25,64,3841600,672400,3625216,0,2271.141992,14970.74603,2220100,23040000
360000,3,1,1160,10988,1,0,0,3,7,1160,0,1965,0,47.6818,-122.165,1670,51376,9,1,1345600,120736144,1,0,0,9,49,1345600,0,3861225,0,2273.554051,14924.28723,2788900,2639493376
294000,5,2.75,2300,7600,1,0,0,4,7,1400,900,1969,0,47.3084,-122.372,1750,8500,25,7.5625,5290000,57760000,1,0,0,16,49,1960000,810000,3876961,0,2238.084711,14974.90638,3062500,72250000
400000,4,2.5,3140,12792,2,0,0,4,9,3140,0,1977,0,47.3863,-122.156,2510,12792,16,6.25,9859600,163635264,4,0,0,16,81,9859600,0,3908529,0,2245.461428,14922.08834,6300100,163635264
325000,3,1.75,2300,6200,1,0,0,4,7,1150,1150,1970,0,47.4176,-122.323,1740,6600,9,3.0625,5290000,38440000,1,0,0,16,49,1322500,1322500,3880900,0,2248.42879,14962.91633,3027600,43560000
770000,3,2.5,2900,23550,1,0,0,3,10,1490,1410,1987,0,47.5708,-122.153,2900,19604,9,6.25,8410000,554602500,1,0,0,9,100,2220100,1988100,3948169,0,2262.981013,14921.35541,8410000,384316816
443000,3,2.25,1920,8223,2,0,0,4,7,1920,0,1989,0,47.735,-122.201,1940,7274,9,5.0625,3686400,67617729,4,0,0,16,49,3686400,0,3956121,0,2278.630225,14933.0844,3763600,52911076
325000,3,1,1150,7486,1,0,0,3,7,1150,0,1970,0,47.7261,-122.219,1510,7486,9,1,1322500,56040196,1,0,0,9,49,1322500,0,3880900,0,2277.780621,14937.48396,2280100,56040196
760000,4,2.5,3120,8792,2,0,0,4,9,3120,0,1992,0,47.5699,-121.993,2150,7688,16,6.25,9734400,77299264,4,0,0,16,81,9734400,0,3968064,0,2262.895386,14882.29205,4622500,59105344
640000,4,2,2560,7798,1,0,0,4,7,1890,670,1947,0,47.6914,-122.296,1330,7798,16,4,6553600,60808804,1,0,0,16,49,3572100,448900,3790809,0,2274.469634,14956.31162,1768900,60808804
415000,3,2,1410,4303,1.5,0,0,4,7,1410,0,1900,0,47.5541,-122.317,1660,4326,9,4,1988100,18515809,2.25,0,0,16,49,1988100,0,3610000,0,2261.392427,14961.44849,2755600,18714276
156000,3,1,970,8580,1,0,0,3,7,970,0,1959,0,47.3363,-122.311,1430,11907,9,1,940900,73616400,1,0,0,9,49,940900,0,3837681,0,2240.725298,14959.98072,2044900,141776649
996000,3,3.25,3620,8131,2,0,0,4,10,2730,890,1988,0,47.5776,-122.214,2040,3776,9,10.5625,13104400,66113161,4,0,0,16,100,7452900,792100,3952144,0,2263.628022,14936.2618,4161600,14258176
415000,2,1,880,5100,1,0,0,4,7,880,0,1941,0,47.694,-122.346,980,5100,4,1,774400,26010000,1,0,0,16,49,774400,0,3767481,0,2274.717636,14968.54372,960400,26010000
615000,3,1.75,1900,3783,1.5,0,0,5,7,1110,790,1927,0,47.5742,-122.315,1530,5098,9,3.0625,3610000,14311089,2.25,0,0,25,49,1232100,624100,3713329,0,2263.304506,14960.95923,2340900,25989604
717000,4,2.5,2540,4241,2,0,0,3,8,2540,0,2009,0,47.7073,-122.112,3010,4929,16,6.25,6451600,17986081,4,0,0,9,64,6451600,0,4036081,0,2275.986473,14911.34054,9060100,24295041
548000,4,1.75,1690,7794,1,0,0,3,7,1090,600,1968,0,47.6888,-122.203,1380,7325,16,3.0625,2856100,60746436,1,0,0,9,49,1188100,360000,3873024,0,2274.221645,14933.57321,1904400,53655625
425000,3,1.5,1120,6653,1,0,0,4,7,1120,0,1937,0,47.7321,-122.334,1580,7355,9,2.25,1254400,44262409,1,0,0,16,49,1254400,0,3751969,0,2278.35337,14965.60756,2496400,54096025
325250,4,2.75,2130,9339,1,0,0,3,7,1330,800,1991,0,47.3788,-122.316,2090,7628,16,7.5625,4536900,87216921,1,0,0,9,49,1768900,640000,3964081,0,2244.750689,14961.20386,4368100,58186384
1.23E+06,3,2.5,3420,79279,2,0,0,3,11,3420,0,1990,0,47.7225,-122.126,4240,40500,9,6.25,11696400,6285159841,4,0,0,9,121,11696400,0,3960100,0,2277.437006,14914.75988,17977600,1640250000
557500,3,1.75,1900,11165,1,0,0,4,7,1900,0,1959,0,47.5789,-122.118,2030,11165,9,3.0625,3610000,124657225,1,0,0,16,49,3610000,0,3837681,0,2263.751725,14912.80592,4120900,124657225
1.26E+06,4,2.5,3730,16950,2,0,0,3,10,3730,0,1990,0,47.5678,-122.228,3200,16950,16,6.25,13912900,287302500,4,0,0,9,100,13912900,0,3960100,0,2262.695597,14939.68398,10240000,287302500
249950,3,3,1790,2003,2,0,0,3,7,1480,310,2006,0,47.5421,-122.321,1220,4000,9,9,3204100,4012009,4,0,0,9,49,2190400,96100,4024036,0,2260.251272,14962.42704,1488400,16000000
260000,4,2.75,2250,7345,1,0,0,4,8,1320,930,1984,0,47.2895,-122.37,1800,6950,16,7.5625,5062500,53949025,1,0,0,16,64,1742400,864900,3936256,0,2236.29681,14974.4169,3240000,48302500
1.99E+06,3,2.5,2880,13500,1,0,4,5,8,1520,1360,1950,0,47.6281,-122.216,3710,20486,9,6.25,8294400,182250000,1,0,16,25,64,2310400,1849600,3802500,0,2268.43591,14936.75066,13764100,419676196
442900,4,1.75,1780,2788,1,0,0,4,6,890,890,1943,0,47.6511,-122.4,1760,5664,16,3.0625,3168400,7772944,1,0,0,16,36,792100,792100,3775249,0,2270.627331,14981.76,3097600,32080896
475000,3,2.25,1580,12177,1,0,0,3,7,1200,380,1981,0,47.6254,-122.045,1660,11374,9,5.0625,2496400,148279329,1,0,0,9,49,1440000,144400,3924361,0,2268.178725,14894.98203,2755600,129367876
365000,5,2.75,3260,9253,2,0,0,3,8,3260,0,2004,0,47.3674,-122.07,2770,8067,25,7.5625,10627600,85618009,4,0,0,9,64,10627600,0,4016016,0,2243.670583,14901.0849,7672900,65076489
780000,4,2.5,3180,9603,2,0,2,3,9,3180,0,2002,0,47.7717,-122.277,2440,15261,16,6.25,10112400,92217609,4,0,4,9,81,10112400,0,4008004,0,2282.135321,14951.66473,5953600,232898121
930000,3,1.75,2460,4240,1,0,0,4,7,1230,1230,1925,0,47.6593,-122.337,1700,4240,9,3.0625,6051600,17977600,1,0,0,16,49,1512900,1512900,3705625,0,2271.408876,14966.34157,2890000,17977600
2.89E+06,5,6.25,8670,64033,2,0,4,3,13,6120,2550,1965,2003,47.7295,-122.372,4140,81021,25,39.0625,75168900,4100225089,4,0,16,9,169,37454400,6502500,3861225,4012009,2278.10517,14974.90638,17139600,6564402441
350000,3,1,1020,4980,1,0,0,4,7,850,170,1941,0,47.7039,-122.34,970,4980,9,1,1040400,24800400,1,0,0,16,49,722500,28900,3767481,0,2275.662075,14967.0756,940900,24800400
357500,3,1.75,1630,9403,1,0,0,3,7,1630,0,1983,0,47.757,-122.316,1430,8461,9,3.0625,2656900,88416409,1,0,0,9,49,2656900,0,3932289,0,2280.731049,14961.20386,2044900,71588521
520000,4,2.5,3290,11446,2,0,0,3,8,3290,0,1992,0,47.7399,-122.234,2050,11933,16,6.25,10824100,131010916,4,0,0,9,64,10824100,0,3968064,0,2279.098052,14941.15076,4202500,142396489
330000,4,2.5,1940,3784,2,0,0,3,8,1940,0,2003,0,47.4513,-122.119,1940,4499,16,6.25,3763600,14318656,4,0,0,9,64,3763600,0,4012009,0,2251.625872,14913.05016,3763600,20241001
310000,3,2,1350,11150,1,0,0,3,7,1110,240,1995,0,47.446,-121.776,1290,10043,9,4,1822500,124322500,1,0,0,9,49,1232100,57600,3980025,0,2251.122916,14829.39418,1664100,100861849
279000,3,1,1110,6060,1,0,0,3,6,1110,0,1949,0,47.4705,-122.352,1480,8100,9,1,1232100,36723600,1,0,0,9,36,1232100,0,3798601,0,2253.44837,14970.0119,2190400,65610000
540000,4,1.5,2993,19400,2,0,0,4,7,2233,760,1921,0,47.4692,-122.365,2060,15100,16,2.25,8958049,376360000,4,0,0,16,49,4986289,577600,3690241,0,2253.324949,14973.19323,4243600,228010000
322000,4,2.5,2280,7200,2,0,0,3,8,2280,0,1994,0,47.3829,-122.207,2250,7200,16,6.25,5198400,51840000,4,0,0,9,64,5198400,0,3976036,0,2245.139212,14934.55085,5062500,51840000
380000,5,3.25,3800,15500,1,0,0,3,7,2490,1310,1965,0,47.3862,-122.28,2000,13980,25,10.5625,14440000,240250000,1,0,0,9,49,6200100,1716100,3861225,0,2245.45195,14952.3984,4000000,195440400
320000,2,1,850,8400,1,0,0,4,6,850,0,1941,0,47.4696,-122.359,1280,8400,4,1,722500,70560000,1,0,0,16,36,722500,0,3767481,0,2253.362924,14971.72488,1638400,70560000
400000,3,1.75,1560,8456,1,0,0,5,7,1560,0,1970,0,47.7769,-122.25,2230,13109,9,3.0625,2433600,71503936,1,0,0,25,49,2433600,0,3880900,0,2282.632174,14945.0625,4972900,171845881
412000,3,1,1000,3844,1,0,0,5,7,900,100,1928,0,47.7031,-122.349,1000,3920,9,1,1000000,14776336,1,0,0,25,49,810000,10000,3717184,0,2275.58575,14969.2778,1000000,15366400
887200,3,1,1400,5100,1.5,0,0,3,7,1400,0,1900,0,47.6677,-122.333,1740,3060,9,1,1960000,26010000,2.25,0,0,9,49,1960000,0,3610000,0,2272.209623,14965.36289,3027600,9363600
395000,4,1.75,1540,5120,1,0,0,5,6,770,770,1943,0,47.5359,-122.372,1080,5120,16,3.0625,2371600,26214400,1,0,0,25,36,592900,592900,3775249,0,2259.661789,14974.90638,1166400,26214400
895000,4,3,3570,10273,1.5,0,3,3,9,2630,940,1935,2007,47.6394,-122.077,3640,15324,16,9,12744900,105534529,2.25,0,9,9,81,6916900,883600,3744225,4028049,2269.512432,14902.79393,13249600,234824976
195000,2,1,800,5280,1,0,0,5,6,800,0,1918,0,47.205,-121.995,1240,7670,4,1,640000,27878400,1,0,0,25,36,640000,0,3678724,0,2228.312025,14882.78003,1537600,58828900
390000,3,1,1160,3750,1.5,0,0,3,7,1160,0,1910,0,47.5652,-122.359,1530,3750,9,1,1345600,14062500,2.25,0,0,9,49,1345600,0,3648100,0,2262.448251,14971.72488,2340900,14062500
165000,3,1,1010,7690,1,0,0,4,6,1010,0,1958,0,47.4501,-122.176,1010,7619,9,1,1020100,59136100,1,0,0,16,36,1020100,0,3833764,0,2251.51199,14926.97498,1020100,58049161
255000,3,1,1010,7690,1,0,0,4,6,1010,0,1958,0,47.4501,-122.176,1010,7619,9,1,1020100,59136100,1,0,0,16,36,1020100,0,3833764,0,2251.51199,14926.97498,1020100,58049161
589000,4,2.25,2390,57599,2,0,0,3,8,2390,0,1981,0,47.6651,-122.067,2390,38186,16,5.0625,5712100,3317644801,4,0,0,9,64,5712100,0,3924361,0,2271.961758,14900.35249,5712100,1458170596
505000,3,2.5,1610,4611,2,0,0,3,8,1610,0,1996,0,47.5678,-122.004,1730,4461,9,6.25,2592100,21261321,4,0,0,9,64,2592100,0,3984016,0,2262.695597,14884.97602,2992900,19900521
335750,3,3,2400,7260,1,0,0,3,7,1440,960,1955,0,47.5045,-122.251,1060,7200,9,9,5760000,52707600,1,0,0,9,49,2073600,921600,3822025,0,2256.67752,14945.307,1123600,51840000
719000,3,1.75,1800,5816,1,0,0,5,7,900,900,1947,0,47.6529,-122.407,1650,5816,9,3.0625,3240000,33825856,1,0,0,25,49,810000,810000,3790809,0,2270.798878,14983.47365,2722500,33825856
796000,4,3.25,2110,3000,2,0,0,3,8,2110,0,2001,0,47.6769,-122.328,1780,4000,16,10.5625,4452100,9000000,4,0,0,9,64,4452100,0,4004001,0,2273.086794,14964.13958,3168400,16000000
95000,2,1,960,7000,1,0,0,3,4,960,0,1918,0,47.3864,-122.307,1850,8120,4,1,921600,49000000,1,0,0,9,16,921600,0,3678724,0,2245.470905,14959.00225,3422500,65934400
525000,3,3,2600,5238,1.5,0,3,3,9,1890,710,1989,0,47.3448,-122.327,2220,4853,9,9,6760000,27436644,2.25,0,9,9,81,3572100,504100,3956121,0,2241.530087,14963.89493,4928400,23551609
417000,3,1.5,1340,10224,1,0,0,4,7,1340,0,1956,0,47.5752,-122.157,1340,10440,9,2.25,1795600,104530176,1,0,0,16,49,1795600,0,3825936,0,2263.399655,14922.33265,1795600,108993600
410000,3,1,1410,5000,1,0,0,3,6,980,430,1925,0,47.5769,-122.397,1410,5000,9,1,1988100,25000000,1,0,0,9,36,960400,184900,3705625,0,2263.561414,14981.02561,1988100,25000000
984000,4,2.25,2390,12292,1,0,0,5,9,2390,0,1962,0,47.5528,-122.221,2870,12337,16,5.0625,5712100,151093264,1,0,0,25,81,5712100,0,3849444,0,2261.268788,14937.97284,8236900,152201569
325000,2,1.5,1180,834,3,0,0,3,8,1180,0,2009,0,47.7074,-122.356,1180,1207,4,2.25,1392400,695556,9,0,0,9,64,1392400,0,4036081,0,2275.996015,14970.99074,1392400,1456849
314950,3,1,1040,16986,1,0,0,4,7,1040,0,1968,0,47.4812,-122.097,1660,16986,9,1,1081600,288524196,1,0,0,16,49,1081600,0,3873024,0,2254.464353,14907.67741,2755600,288524196
350000,3,2.25,1840,9929,1,0,0,3,7,1200,640,1987,0,47.7408,-122.236,1710,9929,9,5.0625,3385600,98585041,1,0,0,9,49,1440000,409600,3948169,0,2279.183985,14941.6397,2924100,98585041
1.05E+06,4,2.25,2630,4000,2,0,0,5,9,1810,820,1909,0,47.6393,-122.317,2370,4700,16,5.0625,6916900,16000000,4,0,0,25,81,3276100,672400,3644281,0,2269.502904,14961.44849,5616900,22090000
657000,4,2.5,2640,25038,2,0,0,4,8,2640,0,1995,0,47.5277,-122.174,2630,16668,16,6.25,6969600,626901444,4,0,0,16,64,6969600,0,3980025,0,2258.882267,14926.48628,6916900,277822224
234950,2,2.5,1720,3132,2,0,0,3,8,1720,0,1999,0,47.3728,-122.157,1740,4220,4,6.25,2958400,9809424,4,0,0,9,64,2958400,0,3996001,0,2244.18218,14922.33265,3027600,17808400
410000,4,1.75,2320,7500,1,0,0,3,7,1220,1100,1955,0,47.7574,-122.343,2230,7500,16,3.0625,5382400,56250000,1,0,0,9,49,1488400,1210000,3822025,0,2280.769255,14967.80965,4972900,56250000
625000,3,1.75,1840,5664,2,0,0,3,7,1270,570,1948,0,47.6899,-122.283,1480,5664,9,3.0625,3385600,32080896,4,0,0,9,49,1612900,324900,3794704,0,2274.326562,14953.13209,2190400,32080896
706000,5,2.5,2890,15891,2,0,0,3,9,2890,0,1990,0,47.5286,-122.16,2590,10556,25,6.25,8352100,252523881,4,0,0,9,81,8352100,0,3960100,0,2258.967818,14923.0656,6708100,111429136
485000,3,1.75,2200,7706,2,0,2,3,7,2200,0,1908,1988,47.3878,-122.326,1170,70973,9,3.0625,4840000,59382436,4,0,4,9,49,4840000,0,3640464,3952144,2245.603589,14963.65028,1368900,5037166729
685000,4,2.75,1660,5150,1.5,0,0,5,7,1280,380,1928,0,47.6835,-122.362,1490,4017,16,7.5625,2755600,26522500,2.25,0,0,25,49,1638400,144400,3717184,0,2273.716172,14972.45904,2220100,16136289
242050,3,2.5,2170,9900,1,0,0,3,7,1690,480,1980,0,47.3634,-122.031,1420,10614,9,6.25,4708900,98010000,1,0,0,9,49,2856100,230400,3920400,0,2243.29166,14891.56496,2016400,112656996
770000,3,3.25,3310,5000,2,0,0,3,9,3310,0,2006,0,47.5558,-122.001,2670,4907,9,10.5625,10956100,25000000,4,0,0,9,81,10956100,0,4024036,0,2261.554114,14884.244,7128900,24078649
557000,2,1.5,1450,3840,1,0,0,3,7,950,500,1947,0,47.684,-122.381,1450,3840,4,2.25,2102500,14745600,1,0,0,9,49,902500,250000,3790809,0,2273.763856,14977.10916,2102500,14745600
246000,3,1.75,1440,11325,1,0,0,4,8,1440,0,1966,0,47.3503,-122.279,1440,20000,9,3.0625,2073600,128255625,1,0,0,16,64,2073600,0,3865156,0,2242.05091,14952.15384,2073600,400000000
194000,4,2,1760,7700,1,0,0,4,7,1760,0,1962,0,47.3299,-122.318,1870,7316,16,4,3097600,59290000,1,0,0,16,49,3097600,0,3849444,0,2240.119434,14961.69312,3496900,53523856
720000,3,2.5,3170,7187,2,0,0,3,9,3170,0,2005,0,47.6934,-122.166,2790,7336,9,6.25,10048900,51652969,4,0,0,9,81,10048900,0,4020025,0,2274.660404,14924.53156,7784100,53816896
449000,2,1,1250,4576,1,0,0,3,6,1040,210,1925,0,47.5387,-122.266,1550,5000,4,1,1562500,20939776,1,0,0,9,36,1081600,44100,3705625,0,2259.927998,14948.97476,2402500,25000000
925000,4,2.5,3280,209088,2,0,0,3,10,3280,0,1994,0,47.6553,-122.023,2460,39498,16,6.25,10758400,43717791744,4,0,0,9,100,10758400,0,3976036,0,2271.027618,14889.61253,6051600,1560092004
570000,4,3,2460,10401,1,0,0,5,7,1700,760,1947,0,47.7106,-122.285,1470,7727,16,9,6051600,108180801,1,0,0,25,49,2890000,577600,3790809,0,2276.301352,14953.62123,2160900,59706529
395000,3,2,1470,10125,1,0,0,4,7,1470,0,1962,0,47.7751,-122.222,1440,10125,9,4,2160900,102515625,1,0,0,16,49,2160900,0,3849444,0,2282.46018,14938.21728,2073600,102515625
1.00E+06,4,2,1780,15648,1.5,0,0,5,8,1780,0,1918,0,47.5849,-122.198,2320,14963,16,4,3168400,244859904,2.25,0,0,25,64,3168400,0,3678724,0,2264.322708,14932.3512,5382400,223891369
406000,4,1,1580,8475,1.5,0,2,4,7,1580,0,1928,0,47.5104,-122.254,1700,5650,16,1,2496400,71825625,2.25,0,4,16,49,2496400,0,3717184,0,2257.238108,14946.04052,2890000,31922500
574800,3,1.5,1630,2946,1.5,0,0,4,8,1630,0,1932,0,47.6865,-122.31,1550,3800,9,2.25,2656900,8678916,2.25,0,0,16,64,2656900,0,3732624,0,2274.002282,14959.7361,2402500,14440000
309000,4,2,2240,9240,1,0,0,3,7,1120,1120,1968,0,47.3666,-122.288,2040,8250,16,4,5017600,85377600,1,0,0,9,49,1254400,1254400,3873024,0,2243.594796,14954.35494,4161600,68062500
770000,3,2.5,2430,54059,2,0,0,3,10,2430,0,1987,0,47.4664,-121.992,2910,49658,9,6.25,5904900,2922375481,4,0,0,9,100,5904900,0,3948169,0,2253.059129,14882.04806,8468100,2465916964
525000,3,1.5,1940,5625,1,0,0,4,7,1440,500,1941,0,47.6818,-122.388,1460,5500,9,2.25,3763600,31640625,1,0,0,16,49,2073600,250000,3767481,0,2273.554051,14978.82254,2131600,30250000
419000,3,2.5,1970,4058,2,0,0,3,7,1970,0,2004,0,47.5308,-121.853,2340,4067,9,6.25,3880900,16467364,4,0,0,9,49,3880900,0,4016016,0,2259.176949,14848.15361,5475600,16540489
479000,4,2.5,2050,6705,1,0,0,4,7,1230,820,1973,0,47.7242,-122.217,1610,7292,16,6.25,4202500,44957025,1,0,0,16,49,1512900,672400,3892729,0,2277.599266,14936.99509,2592100,53173264
160000,3,1,1340,18552,1.5,0,0,4,5,1340,0,1935,0,47.7129,-121.325,960,15141,9,1,1795600,344176704,2.25,0,0,16,25,1795600,0,3744225,0,2276.520826,14719.75563,921600,229249881
333000,4,1.75,1880,9880,1,0,0,4,8,1880,0,1967,0,47.4551,-122.151,1880,9600,16,3.0625,3534400,97614400,1,0,0,16,64,3534400,0,3869089,0,2251.986516,14920.8668,3534400,92160000
310000,2,1,860,12160,1,0,0,4,6,860,0,1921,0,47.5267,-122.361,1010,7611,4,1,739600,147865600,1,0,0,16,36,739600,0,3690241,0,2258.787213,14972.21432,1020100,57927321
666000,3,2.5,2140,2868,2,0,0,3,8,1770,370,2007,0,47.6668,-122.132,2140,2527,9,6.25,4579600,8225424,4,0,0,9,64,3132900,136900,4028049,0,2272.123822,14916.22542,4579600,6385729
2.23E+06,3,3,3620,28064,2,1,4,5,10,2370,1250,1977,0,47.5516,-122.398,2550,34713,9,9,13104400,787588096,4,1,16,25,100,5616900,1562500,3908529,0,2261.154663,14981.2704,6502500,1204992369
310000,4,2.75,2370,7320,2,0,0,3,7,2370,0,1989,0,47.3071,-122.36,1960,7320,16,7.5625,5616900,53582400,4,0,0,9,49,5616900,0,3956121,0,2237.96171,14971.9696,3841600,53582400
350000,3,2.5,1860,21876,2,0,0,3,8,1860,0,1992,0,47.6455,-121.901,2450,21876,9,6.25,3459600,478559376,4,0,0,9,64,3459600,0,3968064,0,2270.09367,14859.8538,6002500,478559376
610000,4,3,2110,5000,1.5,0,2,4,7,1640,470,1930,0,47.5195,-122.391,1380,5000,16,9,4452100,25000000,2.25,0,4,16,49,2689600,220900,3724900,0,2258.10288,14979.55688,1904400,25000000
564800,3,2.25,1990,8501,2,0,0,3,8,1990,0,1991,0,47.5707,-121.996,2090,6459,9,5.0625,3960100,72267001,4,0,0,9,64,3960100,0,3964081,0,2262.971498,14883.02402,4368100,41718681
438000,3,2.25,1820,9150,1,0,0,3,7,1320,500,1961,0,47.737,-122.334,1780,8055,9,5.0625,3312400,83722500,1,0,0,9,49,1742400,250000,3845521,0,2278.821169,14965.60756,3168400,64883025
855000,3,2,3120,9400,1,0,0,5,9,1820,1300,1978,0,47.5612,-122.15,2770,9500,9,4,9734400,88360000,1,0,0,25,81,3312400,1690000,3912484,0,2262.067745,14920.6225,7672900,90250000
